BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_CR_LINES,DEBT_TO_INCOME
1,13300,67483,85454,16,0,2,335.9893152,14,30.37586285
1,13300,60014,75695,1,0,0.5,182.0643734,20,40.20667111
0,13300,64002,88174,3,0.2,0.5,157.9169897,34,29.79823118
0,13300,74074.7,72583,1,0,0,179.2,0,3.72042142
0,13300,35000,44195,8,0,0,91.92352891,4,35.24312086
0,13300,14212,57608,3,0,0,322.004542,16,15.91676921
0,13300,57878,69907,1,0,0,154.4848138,35,41.11915349
1,13300,45860,63500,7,0,0,127.7666667,9,33.52569922
0,13300,153411,182014,7,0.2,0,198.39162,25,41.98711554
0,13300,38232,59482,11.2,0.2,0.5,179.2,21.3,36.02710417
0,13300,86360,116111,8,0,0,232.2921386,24,32.01270136
0,13300,85532,115800,11,0,1,175.1914887,27,34.23139353
0,13300,74074.7,27136,27,0,0,210.9969755,4,23.80714773
0,13300,74609,115056,6,0,0,77.4451063,14,36.86921264
0,13300,66174,79957,2,0.2,0.5,175.962695,34,31.56344122
0,13300,66502,78138,4,0,0,178.1121065,16,33.79509124
0,13300,79512,92224,9,0,0,159.2070876,22,38.94860467
0,13300,55505,76841,0,0,0,222.9130724,10,32.96863267
0,13300,50039,63784,3,0,0,176.8461955,13,27.86558873
1,13300,25698,58760,15,0,0,147.9109824,10,30.96207665
0,13300,49491,69028,16,0,0,195.8776327,15,24.87750841
0,13400,53699,68084,3,0,0,169.8524493,14,25.10971349
1,13400,131524,148356,4,1,0,110.7417416,29,48.34023474
0,13400,156455,180313,6,0.2,1,210.7182561,25,40.2473728
0,13400,53294,69042,0,0,0,214.3620435,9,36.30954976
0,13400,88810,102409,19,0,0,145.7565967,24,31.33641826
0,13400,102700,121216,3,0,0,124.5640179,25,34.95327869
1,13400,58307,71810,9,0,2,82.70830934,32,36.94779822
0,13400,98701,129679,10,0,0,179.127926,32,29.54928351
0,13400,67941,84973,6,1,3,179.9770702,30,37.42893752
0,13400,94102,114147,2,0,0,137.707783,21,36.80162473
0,13400,30507,47990,7,0.2,0,149.935294,29,38.92926589
0,13400,65662,92050,2,0,0,20.7592153,3,42.00939008
0,13400,78465,97506,5,3,0,71.44366499,21,24.47029999
1,13400,5900,55320,3,2,2,234.0218164,16,19.089301
0,13400,100784,118708,15,0,0,268.1075925,16,36.1587181
0,13400,66737,71117,0,0,0,163.1318589,34,40.94386627
0,13400,95084,117279,4,0,0,145.9623436,21,39.24466948
0,13400,74074.7,33664,13,0.2,0.5,108.2170094,8,31.61392956
0,13500,68262,93841,26,0,0,159.61702,14,40.75298037
0,13500,59941,69336,29,1,2,182.6956696,24,35.51267298
0,13500,63572,102739,7,0,0,250.5613569,12,34.91379344
0,13500,71698,93536,6,0,0,202.4658818,19,42.81473465
0,13500,59352,87767,11.2,0,0,300.5794229,19,28.1182969
0,13500,40023,67357,11.2,0.2,0.5,179.2,21.3,38.31942585
0,13500,44586,73764,2,0,0,263.9311707,21,29.96620202
0,13500,40786,66872,11.2,0.2,0.5,179.2,21.3,35.36413972
0,13500,91734,114906,12,0,0,211.8769452,15,38.10420812
0,13500,82036,104261,4,0,1,98.41775325,33,39.2941028
0,13500,109258,126101,2,0,0,130.77657,25,33.53988748
1,13500,73000,97000,12,1,0,145.2,23,28.08162408
1,13500,70000,93500,25,0,0,250.6333333,46,37.37997876
0,13500,47900,135500,2,0,0,276.0666667,43,40.43609221
0,13500,42000,62800,6,0,0,153.1666667,12,33.82558346
1,13500,83673,109000,2.3,0,1,238.4,57,34.02243995
1,13500,28000,85999,0,6,4,227.2666667,37,25.35429723
0,13500,89184,116848,13,0,0,174.5064082,18,36.01089152
0,13500,116123,145597,3,0,0,290.3107749,46,34.69906743
0,13500,67180,85634,5,0,0,147.3553126,35,28.52255337
0,13500,92989,111120,13,0,0,209.4605943,15,39.52184453
0,13500,48832,144065,1,0,0,268.5867999,43,42.69239671
0,13500,124696,200707,0,0,1,348.669492,16,39.55070302
0,13500,117321,138746,14,0.2,1,183.2620095,33,31.48679667
0,13600,64799,84425,14,0,0,115.3238836,24,36.85085748
0,13600,115816,212995,1,0,0,114.8430305,14,26.3251112
0,13600,74074.7,35396,11,0.2,0.5,101.7935233,8,32.66950311
0,13600,74074.7,71904,0,0,0,179.2,0,3.265083387
0,13600,87294,115183,11,0,2,185.3385058,28,35.54980874
0,13600,66178,104378,6,0,0,263.9610151,11,36.43846627
0,13600,89937,110986,14,0.2,2,146.7187425,17,33.74711583
0,13600,58539,67899,29,1,2,194.2738338,23,37.13442194
0,13600,66098,76014,12,0,0,245.6056956,32,43.39620459
0,13600,18232,75898,19,0,2,399.3557015,12,21.26089485
0,13600,55901,87519,13,0,1,107.9131329,23,36.3270224
0,13600,41000,73440,4,0,0,125.7666667,9,32.05823238
0,13600,55864,87500,9,0,0,193.7666667,20,32.00736393
1,13600,30200,43600,0,8,1,230.3,18,30.35061744
1,13600,70000,88000,16,0,0,179.2,0,33.28912089
0,13600,90519,110885,12,0,0,201.8355908,16,39.66605441
0,13600,7627,59173,7,2,0,362.5122503,22,14.26712754
0,13600,101377,131079,10,0,0,174.3477876,32,27.96913798
0,13600,39997,56571,6,0,0,111.0078189,15,38.77313698
0,13600,13202,50848,3,0,0,302.2019151,16,16.77857669
0,13700,81378,108628,12,0,2,181.7225343,27,32.65202263
0,13700,96225,112676,2,0,0,144.5336059,22,38.78104826
0,13700,38981,67536,11.2,0.2,0.5,179.2,21.3,35.18815986
0,13700,84761,95382,11.2,0,0,171.9458387,25,41.96010591
1,13700,74147,92427,7,0,3,181.3057998,33,39.27246634
0,13700,80300,98088,1,0,0,66.72394684,20,36.5165325
0,13700,90714,120292,11,0,0,215.6120163,13,40.30430134
0,13700,35825,66612,22,0,0,231.9014789,29,26.70247344
0,13700,27536,45819,7,0,0,73.45576587,12,28.70919291
0,13700,70018,89803,24,0,0,154.7521209,13,39.38990883
0,13700,58788,87260,14,0,0,103.6928184,24,36.66531854
1,13700,46000,81000,1.5,0,1,101.5666667,25,30.1551778
0,13700,64486,84759,4,2,3,182.1802565,29,37.07341346
0,13700,86161,106737,22,0,0,135.3327036,23,29.40952403
0,13700,12577,41075,7,0,0,133.5420141,10,22.96477273
0,13700,95065,123858,9,0,0,176.9525325,27,34.59683753
0,13700,74015,113766,7,0,0,75.89241528,14,36.39536633
0,13700,32942,40143,8,0,0,65.00074225,12,30.26836885
0,13700,96597,120380,13,0,0,181.4048504,17,34.31543721
0,13700,70763,78449,12,0,0,271.6567243,36,40.56198365
0,13700,60623,83979,11.2,0,0,308.1085404,20,29.48252787
0,13700,84996,112522,9,0,1,171.9534106,28,32.84350491
0,13700,46611,65031,2,0,0,179.4433323,13,37.70515917
0,13700,88654,114011,10,0,0,250.3295845,25,30.97173013
0,13700,73600,92000,9,1,2,347.9666667,42,34.43125422
0,13800,74074.7,44459,4,0.2,0.5,169.0054102,9,21.5328971
0,13800,73688,94071,9,0,0,221.2231427,28,41.48214297
0,13800,94843,125541,2,0,2,159.2524968,26,42.30523974
0,13800,57481,89421,9,0,0,183.1093606,19,22.64339555
0,13800,76537,108747,5,0,0,73.07523809,14,34.2526057
0,13800,77130,127000,15,0,0,296.3333333,19,32.00281396
1,13800,35807,40700,1,0,0,91.26666667,17,34.90379558
0,13800,40674,61216,11.2,0,0,108.7902333,19,40.99070382
0,13800,31974,44417,7,0,0,76.93312296,12,30.42242943
0,13800,85805,135789,15,0,0,303.6882297,18,27.86907921
0,13800,18714,47905,25,0,0,259.1030228,19,29.47966234
0,13800,74074.7,43082,0,0,0,316.0362444,9,26.16601382
0,13800,85969,101664,0,0,0,68.58368974,19,36.83942264
1,13800,65178,79000,11,0,3,111.6,23,34.11652734
0,13800,152441,184723,6,0.2,0,217.2421291,25,40.82734463
0,13800,78645,130104,16,0,0,295.7213173,19,29.96660243
0,13800,67762,80748,8,0,0,135.9486225,35,27.19410701
1,13800,97778,116814,15,1,3,120.7813962,22,23.20471329
0,13800,74074.7,44092,5,0.2,0.5,173.8758677,10,20.6823774
0,13900,57700,74350,8.5,0.2,0.5,179.2,21.3,35.23007612
1,13900,77699,92587,13,0,2,134.6335792,36,39.19614946
1,13900,74074.7,102269,4,0,2,209.4799103,15,35.77489179
0,13900,11413,81273,7,0,0,239.083696,14,19.62614951
0,13900,64356,88028,13,0,0,111.8099755,24,39.00850812
1,13900,56710,59348,14,2,1,176.5303274,39,24.39371452
0,13900,68876,90813,11.2,0,0,284.4969036,19,31.16414999
0,13900,62968,84947,13,0,0,239.7732321,37,42.23618914
0,13900,65437,94518,10,0,0,182.4007551,19,21.29607532
0,13900,155486,178789,7,0.2,1,192.482316,26,41.17671183
0,13900,80960,100730,0,0,0,153.0875555,22,40.19530694
0,13900,78442,105065,0,0,0,71.55047746,19,34.75170874
0,13900,74074.7,40881,0,0,0,297.9070847,8,25.94071095
1,13900,144263,167164,8,2,6,111.5886033,38,91.61259998
0,13900,95351,117381,12,0,0,210.2021295,11,41.01100137
0,13900,71425,81012,2,0,0,242.9405141,26,32.17503606
1,13900,51653,85578,13,0,0,90.27307943,7,41.69337722
0,13900,80836,93912,5,2,0,69.26840914,20,23.91634661
0,13900,127259,194233,1,0,1,341.6435017,16,40.10765909
1,13900,103030,114131,3,0,0,179.2,0,38.39422244
1,13900,74074.7,80868,18,0,0,278.3014245,7,43.31320023
0,13900,88746,108160,9,0,0,234.9489511,25,30.95143737
0,13900,50415,68166,10,0,0,235.680967,17,33.77003753
0,13900,63831,81378,9,0.2,0.5,179.2,21.3,24.37105048
0,13900,74074.7,27779,12,0.2,0.5,95.94866523,9,34.1663452
0,13900,47741,69111,2,0,0,254.2596131,21,28.88561818
0,13900,33403,69878,8,0,0,259.8132832,16,23.73521616
0,14000,51721,61193,0,0,0,186.9993588,12,25.81001106
1,14000,74074.7,28992,11.2,0,0,342.0666667,14,31.53789401
0,14000,92583,114379,10,0,0,169.4483417,27,34.1307686
0,14000,37019,57125,11.2,0,0,69.82355313,15,41.63705877
0,14000,74074.7,58407,8,0,0,107.5333333,15,36.76812233
0,14000,83645,101615,5,0,0,116.3376843,26,28.29673484
1,14000,67881,93390,11.2,0.2,0.5,179.2,21.3,40.45080171
0,14000,62000,88500,9,0.2,0.5,107.3666667,11,28.07771544
0,14000,42767,60950,7,0,1,117.6666667,49,37.32216328
0,14000,92739,125000,6,0.2,0.5,248.6,42,39.93537367
0,14000,32000,48500,4,0,0,255.6666667,35,32.6705837
0,14000,42000,60000,27,1,0,281.0666667,17,31.94263245
1,14000,65000,102269,23,0,3,109.5666667,15,37.12085048
1,14000,139000,159000,13,0,1,171.4333333,32,31.58484537
1,14000,85200,102269,8,1,0,188.6666667,17,33.67146186
1,14000,46400,102269,18,0,1,145.0666667,14,30.58018977
1,14000,49207,70525,3,3,3,205.9666667,51,31.11714737
0,14000,46541,64338,0,0,0,204.4094433,12,28.36479851
0,14000,59736,97411,7,0,0,200.1553656,19,20.11698203
0,14000,63451,105702,8,0,0,257.2263251,12,33.90306382
0,14000,50890,68722,8,0,1,135.7684854,49,29.44804553
0,14000,43173,65985,5,0,0,215.9858947,18,37.14869173
1,14000,74074.7,102269,17,0,7,184.6131909,12,18.19428042
0,14100,79345,135554,15,0,0,301.5639913,19,29.17813328
0,14100,36309,53321,8,0,0,110.2063505,10,19.18791401
1,14100,52302,63589,6,0,0,130.3424672,8,34.79283165
0,14100,59402,91057,8,0,0,194.6346173,20,22.02326465
0,14100,54081,68577,8,0,0,237.6822783,17,33.08901751
1,14100,43927,60000,0,0,0,0,8,34.22500634
0,14100,51723,77207,21,0,0,199.533048,15,25.09214722
0,14100,86730,117667,1,0,2,134.3555745,34,31.98051047
0,14100,49927,67761,26,0,0,276.5499132,16,36.59939111
0,14100,65994,80037,8,0.2,0.5,179.2,21.3,27.73520406
1,14100,61036,84979,1,0,0,174.5911708,23,50.27621494
0,14200,102512,128657,8,0,0,178.3390263,32,27.54114088
0,14200,34558,40754,8,0,0,76.43121321,11,31.04118388
0,14200,74074.7,31671,13,0.2,0.5,82.99126514,8,33.21510402
0,14200,94696,121528,10,0,0,209.0518045,12,39.64882408
1,14200,68750,88627,10,0,1,219.6728008,32,34.6399614
0,14200,46320,62044,6,0,0,106.9838955,49,29.05790842
0,14200,73533,88924,21,0,0,232.353323,23,36.47070702
0,14200,71979,86443,2,0,0,238.2643462,25,32.13676623
1,14200,100663,122021,0,0,0,139.9839768,20,43.79745956
0,14200,100664,129166,4,0.2,0.5,255.6876484,41,38.74675979
0,14200,64235,76965,9,0.2,0.5,179.2,21.3,24.83595792
0,14200,60570,74648,2,0,0,137.8411053,35,40.2897613
0,14200,83231,99400,6,0,0,130.1675148,26,27.17296471
1,14300,52260,73000,0.6,1,3,62.9,17,35.92325027
0,14300,43826,70517,0,0,0,260.0849449,20,28.83993348
0,14300,85631,100000,20,0,0,144.999297,23,30.13063638
0,14300,19111,49794,23,0,0,262.3067403,19,30.93367839
0,14300,67018,81805,1,0,0,253.5924509,25,30.68621875
0,14300,74074.7,63319,0,0,0,179.2,0,3.9608595
0,14300,111623,127049,2,0,0,145.1018727,26,34.42963198
0,14300,45615,80818,4,0,0,115.136885,9,28.73834319
0,14300,21828,38000,17,1,0,103.5,17,24.79204743
1,14300,37000,54000,0,0,0,320.6333333,26,24.32940334
0,14300,33261,41835,9,0.2,0,155.1431608,28,40.50295999
0,14300,93989,117410,10,0,0,220.899221,12,39.87750077
0,14300,85478,113372,9,0,0,190.7530437,36,40.77814232
0,14300,74074.7,41870,0,0,0,314.4683435,8,27.60891892
0,14300,74074.7,29115,14,0.2,0.5,82.06640517,7,32.76978633
0,14300,80299,123339,11.2,0.2,0.5,179.2,21.3,35.31117092
0,14300,31607,70118,6,0,0,255.7195673,15,23.0629138
0,14300,52608,76936,0,0,0,217.2771919,9,34.09538404
0,14300,89984,121189,4,0,2,137.5978233,25,41.61332522
0,14400,64500,83000,10,0,0,83.2,11,31.74496129
0,14400,34291,68444,6,0,0,262.0791636,15,21.98106645
0,14400,77366,130330,14,0,1,285.200062,18,28.1716511
0,14400,63671,70982,0,0,0,169.346647,34,42.79163252
0,14400,74074.7,69712,0,0,0,179.2,0,2.553521964
0,14400,20996,41987,9,0,0,120.9555144,10,21.11871262
0,14400,32683,48467,11,0,0,114.4120329,10,21.46972396
0,14400,46955,67304,2,0,0,171.6224654,13,36.55518895
0,14400,61121,88844,11.2,0,0,295.792111,20,30.30376695
0,14400,78965,90729,4,0,0,132.6602719,26,39.68695911
0,14400,89605,106290,20,0,0,121.7476008,24,29.30354901
0,14400,75360,105737,8,0,0,121.298029,27,24.76189959
0,14400,79288,92391,8,0,1,341.5015591,41,39.4354969
0,14400,46551,68545,7,0,0,118.7464861,49,29.57126338
0,14400,80123,102223,9,2,0,176.418283,30,27.64495462
0,14400,45138,52029,11.2,0,0,94.38539454,15,40.13605421
0,14400,100487,118911,11,0,0,179.341027,27,35.85286371
0,14400,78777,103344,5,0,0,104.4045965,27,24.35085757
0,14500,74074.7,30625,11,0.2,0.5,89.85657709,9,33.47451381
0,14500,70896,91652,24,0,0,163.9916144,13,41.49281634
0,14500,35799,51720,10,0,0,123.218105,9,18.32493528
1,14500,38986,49970,1,8,1,220.917262,17,47.91452111
0,14500,49348,68000,0.2,0,0,178.6,25,34.54413781
1,14500,149000,102269,25,0,2,384.5,71,31.30028092
0,14500,100685,129840,9,0,0,166.8463963,32,27.52722705
0,14500,67631,89458,4,0,0,24.95552961,4,39.10372517
0,14500,59465,78444,7,0.2,0.5,179.2,21.3,24.53994581
0,14500,78503,90558,19,0,0,250.4522894,24,36.87623453
0,14500,41911,54985,4,0,0,254.6645258,35,38.72467961
0,14600,15411,50493,24,0,0,259.7468906,19,30.56871339
0,14600,58229,74027,2,0,0,228.560354,9,34.12424228
0,14600,68182,83091,5,0,0,135.8483738,19,24.68413786
0,14600,46057,63603,11.2,0,0,107.1210392,19,41.93203663
0,14600,59658,80384,8,0.2,0.5,179.2,21.3,25.1928694
1,14600,124000,168000,4,0,0,146.8666667,29,29.13768401
0,14600,4810,88000,14,0,1,266.8333333,23,29.31633609
0,14600,206126,235912,10,0,0,236.5081164,21,30.18121716
0,14600,28050,49244,9,0,0,122.1166394,9,20.82876656
0,14600,16535,46993,24,0,0,260.8915332,20,28.1898371
0,14600,76194,106461,4,0,0,80.70619763,13,34.52955009
1,14600,21340,44605,13,0,0,126.7304283,5,36.46319167
1,14600,67997,87000,11,1,0.5,93.33333333,23,31.3250516
0,14600,82698,104963,30,0.2,1,344.2820203,50,33.9742812
0,14600,6871,52457,4,0,0,317.2440017,16,17.61790872
0,14600,51613,77912,0,0,0,182.8825754,25,32.22445241
0,14600,82051,118505,11.2,0.2,0.5,179.2,21.3,35.89056247
0,14600,82837,95796,0,0,0,148.3552211,23,42.03308487
0,14600,63475,89430,11.2,0,0,286.3018149,19,28.63806277
0,14700,99343,125821,5,0.2,0.5,257.0475443,41,39.83207903
0,14700,30306,44195,9,0,1,87.43122628,12,29.40493516
0,14700,47177,68456,3,0,0,193.6850688,18,34.54253324
0,14700,30210,42751,17,0,0,86.64182333,17,23.39736224
1,14700,51829,69136,14,0,0,169.9853078,18,35.63539385
1,14700,148396,162403,13,0,0,163.4989942,31,35.42841566
0,14700,10098,51653,3,0,0,302.652472,16,18.42392382
0,14700,76888,96552,9,2,0,189.5639063,30,29.41770877
1,14700,94672,102269,14,0,1,67.03803191,11,40.31743443
0,14700,106417,123580,9,0,0,166.4960653,31,29.31671006
0,14700,27235,39102,8,0,0,71.42081509,11,29.15169816
0,14700,77565,101320,6,0,0,120.8273719,26,25.27620451
0,14700,33150,46053,8,0,0,76.91471756,11,30.69643481
0,14700,65660,81937,2,0,0,106.6575189,19,25.19780688
0,14700,35164,68061,5,0,0,245.6705776,16,23.11228982
0,14700,14275,90376,14,0,1,273.6025171,23,26.84247974
1,14700,63000,89250,4,0,0,87.46666667,28,31.77592747
0,14700,82967,114835,11.2,0.2,0.5,179.2,21.3,34.47807397
0,14700,90662,111778,1,1,1,148.4232463,33,31.77010155
0,14700,35832,66260,7,0,0,277.7940868,16,23.70535928
0,14800,76875,95893,4,2,0,88.75457479,21,24.22469542
0,14800,48910,70039,8,0,1,94.97159599,48,30.92050169
0,14800,100255,116160,10,0,0,184.7772142,26,34.48399039
0,14800,53738,66258,7,0,0,240.8634414,17,34.53249609
0,14800,64365,85272,0,1,0,242.552368,26,29.81963439
0,14800,74074.7,43475,11.2,0.2,0.5,339.7,17,25.06267953
0,14800,49000,98900,0.1,0,3,51.66666667,10,32.88135817
0,14800,38000,59000,6,1,0,107.5333333,10,38.62961563
0,14800,86861,93341,11.2,0,0,162.0239464,26,42.89716211
0,14800,46698,60679,6,1,0,126.4938052,10,28.39481736
0,14800,30282,61986,7,0,0,249.2488046,16,21.00928089
0,14800,43983,60826,4,1,1,113.8979666,9,27.10808171
0,14800,60573,93187,0,0,0,30.00947426,3,39.08020712
0,14800,88898,107208,30,0.2,0,329.7602146,50,36.74501301
0,14800,16448,38774,7,0,0,91.00553985,16,19.24035126
0,14800,73887,109451,6,0,0,81.31481864,13,33.98140835
0,14900,65303,84590,6,0,0,121.0649537,19,22.57682394
0,14900,101179,117405,2,0,0,133.9305097,22,35.54740722
0,14900,70872,88731,4,0,0,243.9979348,26,29.04802062
1,14900,54359,78408,4,3,0,129.9677556,24,3.016141451
0,14900,45701,78186,5,0,0,125.0313534,8,26.34385565
0,14900,66329,100824,9,0,0,279.2407514,11,36.19837544
0,14900,89872,118027,0,1,1,155.4454529,34,33.13569677
0,14900,74074.7,44066,0,0,0,313.7797311,8,27.75194278
0,14900,87167,114219,8,0,0,194.1131735,36,41.3297639
1,14900,57557,80611,12,0,0,103.1065045,7,39.84087535
0,14900,22245,31531,7,0,0,91.07421818,16,21.62058028
0,14900,44588,72331,6,0,0,156.3317445,11,28.16444054
0,14900,82930,103352,6,0,0,105.675978,27,27.47381473
0,14900,97646,139884,13,0,0,119.0831164,22,36.36059707
0,14900,49849,70075,0,0,0,153.691869,25,30.9009156
0,14900,97930,113886,3,0,0,267.8272583,33,28.42029335
0,14900,51219,144894,1,0,0,275.2831155,42,39.32388512
0,14900,48649,81342,3,0,0,110.0567314,8,28.8023987
1,14900,58204,71257,3,3,2,206.5187349,50,43.76293027
0,14900,72637,103297,4,2,0,83.46608634,20,22.55303962
0,14900,60667,81293,6,0.2,0.5,179.2,21.3,27.5737365
0,14900,45797,71942,11,0,0,233.6787307,17,33.55026521
0,14900,36120,57095,4,0,0,239.0236755,35,38.17162353
0,15000,80988,97404,10,3,0,188.501672,30,26.5682704
0,15000,81483,134347,14,0,0,305.9150757,18,29.65356348
1,15000,45000,85000,11,0,0,110,31,30.47591557
1,15000,399550,102269,0.9,0,0,138.1666667,18,32.09167425
1,15000,74074.7,102269,1,1,0,108.5333333,22,26.05455319
1,15000,4734,55500,24,2,0,14.6,1,22.2294131
1,15000,74074.7,27500,11,1,1,62.3,3,30.7971887
1,15000,8200,42075,18,1,0,122.2331482,23,22.36652143
1,15000,98000,132790,1.5,0,3,107.6666667,21,31.40933398
1,15000,49200,72900,10,0,0,174.0332996,16,33.14430737
1,15000,163000,207562,6,0,0,247.5842491,27,27.95128251
1,15000,45000,68250,7,0,1,55.96666667,4,32.15579454
1,15000,86000,102269,1,0,0,63.7,27,35.75100479
1,15000,37000,58488,2,0,0,266.9333333,48,38.62961563
1,15000,29000,105000,7,0,4,97.66666667,8,31.51152498
1,15000,38000,73200,6,0,0,171.3,17,24.97584111
1,15000,74074.7,102269,0,2,1,91.26666667,10,26.05455319
1,15000,48786,72500,10,0,0,75.4,9,29.62456067
1,15000,57900,88200,10,0.2,0.5,179.2,21.3,33.09781413
1,15000,37624,60562,11.2,0,1,186.8666667,26,31.11218195
1,15000,106239,135942,19.5,0,1,9.1,24,38.9970284
1,15000,18500,19000,2,0,1,20.16666667,2,27.77249864
1,15000,5500,29025,25,0,5,275.5,19,41.34881122
1,15000,71269,97500,9,0,0,118.1666667,19,35.41585851
1,15000,96931,137390,0.2,0,0,114.8666667,16,34.75648665
0,15000,2619,57310,0.3,0,0,322.6,6,27.53408638
0,15000,74074.7,87360,28,0,0,323.6333333,16,28.41598354
0,15000,50000,90000,5.5,0,0,130.8666667,22,38.23477956
0,15000,18000,163580,7,0,0,304.3666667,27,28.25509108
0,15000,48882,156000,20,0,0,239.5,28,21.12607785
0,15000,74074.7,48800,2,0,0,86.26666667,9,35.00152691
0,15000,42720,70000,1,0.2,2,289,10,31.87098967
0,15000,73335,99400,0.5,0,0,273.9333333,21,30.11079942
0,15000,125000,154000,11.2,0,0,223.2030702,19,34.60501015
0,15000,135442,175900,11,0,0,247.5666667,21,30.71789238
0,15000,74074.7,94000,11.2,0,0,186.7,10,31.33646148
0,15000,53000,83400,5,0,0,120.3,13,30.1804488
0,15000,54261,88000,10,0,0,179.2,16,32.96810943
0,15000,94705,114400,9,0,0,300.2666667,19,35.52866926
0,15000,122486,159000,5,0,0,137,21,32.28534225
0,15000,48000,105000,2,0.2,3,142,24,40.27469718
0,15000,102988,130000,1.3,0,0,289.1666667,47,27.7757742
0,15000,86177,111500,14,0,0,133.9333333,9,38.94912223
0,15000,23473,74000,11.2,0,0,244.7666667,50,33.22887101
0,15000,72000,95000,0,0,0,147.1,18,37.32247183
0,15000,59000,86420,1.5,0,0,160.3,25,32.29246829
0,15000,95300,135700,3,0.2,0.5,115.6666667,16,34.75648665
0,15000,36900,58600,26,0,0,247.1,14,38.62961563
0,15000,100000,115000,1,0,0,128.8666667,30,32.85513341
0,15000,116000,202800,3.5,0,0,202.9666667,17,27.08394753
0,15000,84000,110975,20,0,0,282.1666667,17,37.14133756
1,15000,74074.7,50000,0,3,4,206.9666667,45,32.09789481
1,15000,89200,114750,11,0,0,114.6,27,36.39146915
1,15000,109000,155000,0,3,2,105.5,28,33.95238244
1,15000,42006,102269,10,0,1,75.33333333,33,30.19328655
1,15000,153000,185625,8,0.2,2,154.2,31,38.10322522
1,15000,33000,102269,0.9,7,5,144.8666667,20,31.51152498
